tconst	emotionTags	emtionName	emotionScore
tt0101020	Action,Comedy,Crime	Comedy	78.12
tt0101452	Adventure,Comedy,Fantasy	Comedy	48.84
tt0102004	Action,Comedy,Crime	Comedy	59.02
tt0102057	Adventure,Comedy,Family	Comedy	56.56
tt0102059	Action,Comedy	Comedy	42.72
tt0102070	Action,Adventure,Comedy	Comedy	21.92
tt0102095	Action,Comedy	Comedy	72.73
tt0102266	Action,Comedy,Crime	Comedy	92.45
tt0102293	Action,Comedy,Thriller	Comedy	45.71
tt0102802	Adventure,Animation,Comedy	Comedy	40.38
tt0102915	Action,Comedy,Crime	Comedy	87.29
tt0103003	Action,Comedy,Sci-Fi	Comedy	45.45
tt0103060	Action,Adventure,Comedy	Comedy	70.1
tt0103596	Action,Comedy,Family	Comedy	60.0
tt0103639	Adventure,Animation,Comedy	Comedy	42.21
tt0103893	Action,Comedy,Fantasy	Comedy	34.71
tt0103924	Adventure,Comedy	Comedy	35.29
tt0103939	Biography,Comedy,Drama	Comedy	9.3
tt0103950	Action,Comedy,Crime	Comedy	83.05
tt0104009	Animation,Comedy,Fantasy	Comedy	59.14
tt0104431	Adventure,Comedy,Crime	Comedy	87.45
tt0104437	Adventure,Comedy,Family	Comedy	65.31
tt0104511	Action,Comedy,Crime	Comedy	25.35
tt0104558	Action,Comedy,Crime	Comedy	92.75
tt0104647	Action,Comedy,Crime	Comedy	48.94
tt0104652	Adventure,Animation,Comedy	Comedy	29.36
tt0104897	Action,Comedy,Crime	Comedy	87.5
tt0105399	Action,Comedy	Comedy	84.21
tt0105402	Action,Adventure,Comedy	Comedy	76.74
tt0105466	Adventure,Comedy,Fantasy	Comedy	21.15
tt0105477	Action,Comedy,Family	Comedy	71.25
tt0105616	Animation,Comedy,Family	Comedy	50.0
tt0105629	Adventure,Comedy,Drama	Comedy	23.42
tt0106223	Adventure,Comedy,Drama	Comedy	36.21
tt0106233	Adventure,Comedy,Sport	Comedy	56.34
tt0106611	Adventure,Comedy,Family	Comedy	34.26
tt0106936	Action,Comedy,History	Comedy	74.36
tt0107131	Adventure,Comedy,Drama	Comedy	43.42
tt0107144	Action,Comedy	Comedy	63.21
tt0107362	Action,Adventure,Comedy	Comedy	58.99
tt0107563	Action,Comedy,Fantasy	Comedy	67.74
tt0107659	Action,Comedy,Crime	Comedy	81.69
tt0107977	Adventure,Comedy,Musical	Comedy	30.69
tt0108188	Action,Comedy,Crime	Comedy	22.08
tt0108258	Action,Adventure,Comedy	Comedy	68.25
tt0108281	Action,Comedy,Drama	Comedy	80.77
tt0108308	Action,Adventure,Comedy	Comedy	78.41
tt0108333	Action,Adventure,Comedy	Comedy	49.35
tt0108395	Adventure,Animation,Comedy	Comedy	51.43
tt0108526	Adventure,Animation,Comedy	Comedy	33.33
tt0108539	Adventure,Comedy,Fantasy	Comedy	50.94
tt0109015	Action,Comedy,Family	Comedy	86.96
tt0109162	Adventure,Animation,Comedy	Comedy	66.67
tt0109190	Adventure,Comedy,Crime	Comedy	66.67
tt0109254	Action,Comedy,Crime	Comedy	53.38
tt0109288	Action,Comedy,Crime	Comedy	80.77
tt0109369	Adventure,Comedy,Family	Comedy	68.42
tt0109382	Biography,Comedy,Drama	Comedy	4.0
tt0109402	Action,Adventure,Comedy	Comedy	45.78
tt0109493	Action,Comedy,Crime	Comedy	28.57
tt0109508	Biography,Comedy,Documentary	Comedy	26.53
tt0109707	Biography,Comedy,Drama	Comedy	18.79
tt0110008	Animation,Comedy,Drama	Comedy	33.33
tt0110054	Action,Adventure,Comedy	Comedy	83.78
tt0110399	Action,Comedy,Crime	Comedy	96.55
tt0110428	Biography,Comedy,Drama	Comedy	5.26
tt0110438	Action,Comedy,Drama	Comedy	40.0
tt0110443	Adventure,Comedy,Family	Comedy	78.33
tt0110478	Action,Adventure,Comedy	Comedy	66.67
tt0110557	Adventure,Comedy,Crime	Comedy	55.56
tt0110687	Adventure,Comedy,Drama	Comedy	41.44
tt0110763	Adventure,Animation,Comedy	Comedy	50.0
tt0110877	Biography,Comedy,Drama	Comedy	17.12
tt0111333	Animation,Comedy,Family	Comedy	66.15
tt0111477	Adventure,Comedy,Crime	Comedy	44.68
tt0111503	Action,Comedy,Thriller	Comedy	83.2
tt0111512	Action,Comedy	Comedy	83.23
tt0112281	Adventure,Comedy,Crime	Comedy	25.97
tt0112302	Adventure,Comedy,Drama	Comedy	66.67
tt0112442	Action,Comedy,Crime	Comedy	77.73
tt0112602	Adventure,Comedy,Crime	Comedy	55.56
tt0112760	Action,Adventure,Comedy	Comedy	48.31
tt0112778	Action,Adventure,Comedy	Comedy	91.3
tt0112922	Action,Comedy,Crime	Comedy	31.67
tt0113198	Adventure,Animation,Comedy	Comedy	63.46
tt0113326	Action,Comedy,Crime	Comedy	72.63
tt0113497	Adventure,Comedy,Family	Comedy	68.81
tt0113526	Action,Comedy,Fantasy	Comedy	72.73
tt0113538	Adventure,Comedy,Family	Comedy	61.11
tt0113845	Action,Comedy,Crime	Comedy	35.29
tt0113936	Adventure,Comedy	Comedy	73.33
tt0114048	Action,Adventure,Comedy	Comedy	18.52
tt0114614	Action,Comedy,Sci-Fi	Comedy	54.01
tt0114694	Adventure,Comedy	Comedy	70.5
tt0114709	Adventure,Animation,Comedy	Comedy	54.36
tt0114733	Action,Comedy,Drama	Comedy	30.0
tt0114996	Action,Adventure,Comedy	Comedy	80.0
tt0115433	Adventure,Comedy,Crime	Comedy	72.09
tt0115641	Adventure,Animation,Comedy	Comedy	50.0
tt0115693	Action,Adventure,Comedy	Comedy	67.01
tt0115783	Action,Comedy,Crime	Comedy	61.9
tt0115819	Biography,Comedy,Musical	Comedy	99.29
tt0116000	Action,Comedy,Drama	Comedy	59.62
tt0116147	Action,Adventure,Comedy	Comedy	87.16
tt0116151	Adventure,Comedy,Family	Comedy	46.15
tt0116421	Action,Comedy,Crime	Comedy	71.43
tt0116426	Action,Comedy,Fantasy	Comedy	85.71
tt0116552	Adventure,Comedy,Family	Comedy	60.0
tt0116704	Action,Adventure,Comedy	Comedy	100.0
tt0117110	Action,Adventure,Comedy	Comedy	60.32
tt0117119	Adventure,Comedy	Comedy	33.8
tt0117331	Action,Adventure,Comedy	Comedy	82.32
tt0117437	Action,Comedy,Drama	Comedy	47.62
tt0117705	Adventure,Animation,Comedy	Comedy	82.17
tt0117723	Action,Comedy	Comedy	60.67
tt0117768	Adventure,Comedy	Comedy	53.41
tt0117786	Action,Comedy,Crime	Comedy	74.63
tt0118541	Adventure,Comedy,Crime	Comedy	49.02
tt0118655	Adventure,Comedy	Comedy	76.02
tt0118689	Adventure,Comedy,Family	Comedy	63.98
tt0118708	Action,Comedy	Comedy	74.29
tt0118736	Action,Adventure,Comedy	Comedy	61.47
tt0118747	Action,Comedy,Crime	Comedy	30.33
tt0118755	Adventure,Comedy,Family	Comedy	58.14
tt0118829	Animation,Comedy,Family	Comedy	42.11
tt0119013	Action,Comedy,Sci-Fi	Comedy	77.66
tt0119053	Adventure,Comedy,Western	Comedy	57.41
tt0119086	Action,Comedy,Crime	Comedy	38.0
tt0119190	Action,Adventure,Comedy	Comedy	60.0
tt0119229	Action,Comedy,Crime	Comedy	25.17
tt0119282	Adventure,Animation,Comedy	Comedy	33.68
tt0119472	Action,Comedy,Crime	Comedy	30.77
tt0119640	Action,Comedy	Comedy	52.5
tt0119654	Action,Adventure,Comedy	Comedy	79.5
tt0119664	Action,Comedy,Crime	Comedy	60.0
tt0119695	Action,Comedy,Crime	Comedy	69.77
tt0119807	Action,Adventure,Comedy	Comedy	51.69
tt0119951	Biography,Comedy,Drama	Comedy	45.54
tt0120188	Action,Adventure,Comedy	Comedy	13.26
tt0120199	Adventure,Comedy,Sci-Fi	Comedy	50.0
tt0120363	Adventure,Animation,Comedy	Comedy	37.34
tt0120512	Action,Adventure,Comedy	Comedy	67.65
tt0120587	Adventure,Animation,Comedy	Comedy	46.1
tt0120595	Adventure,Comedy,Drama	Comedy	59.63
tt0120609	Action,Comedy,Crime	Comedy	65.9
tt0120623	Adventure,Animation,Comedy	Comedy	65.88
tt0120630	Adventure,Animation,Comedy	Comedy	67.11
tt0120655	Adventure,Comedy,Drama	Comedy	30.82
tt0120669	Adventure,Comedy,Drama	Comedy	27.92
tt0120746	Action,Adventure,Comedy	Comedy	64.31
tt0120773	Adventure,Comedy	Comedy	29.23
tt0120783	Adventure,Comedy,Drama	Comedy	43.12
tt0120800	Adventure,Animation,Comedy	Comedy	50.7
tt0120812	Action,Comedy,Crime	Comedy	98.18
tt0120828	Action,Adventure,Comedy	Comedy	69.36
tt0120891	Action,Comedy,Sci-Fi	Comedy	50.16
tt0120901	Action,Comedy,Thriller	Comedy	42.57
tt0120910	Animation,Comedy,Family	Comedy	32.46
tt0120912	Action,Adventure,Comedy	Comedy	62.86
tt0120917	Adventure,Animation,Comedy	Comedy	56.63
tt0122718	Action,Adventure,Comedy	Comedy	68.42
tt0124901	Action,Comedy,Crime	Comedy	15.53
tt0125454	Adventure,Comedy,Drama	Comedy	25.4
tt0125664	Biography,Comedy,Drama	Comedy	12.95
tt0126029	Adventure,Animation,Comedy	Comedy	46.52
tt0126871	Action,Comedy,Crime	Comedy	53.33
tt0127357	Action,Adventure,Comedy	Comedy	84.85
tt0127626	Action,Comedy,Crime	Comedy	33.33
tt0129290	Biography,Comedy,Drama	Comedy	18.14
tt0131704	Adventure,Animation,Comedy	Comedy	54.69
tt0132347	Action,Comedy,Fantasy	Comedy	59.64
tt0133024	Action,Comedy,Drama	Comedy	70.0
tt0133385	Adventure,Comedy,Family	Comedy	57.14
tt0134067	Adventure,Animation,Comedy	Comedy	66.18
tt0135790	Action,Comedy,Crime	Comedy	13.64
tt0138749	Adventure,Animation,Comedy	Comedy	53.1
tt0139151	Action,Comedy,Drama	Comedy	56.58
tt0141369	Action,Adventure,Comedy	Comedy	81.7
tt0145660	Action,Adventure,Comedy	Comedy	79.79
tt0151568	Biography,Comedy,Drama	Comedy	14.08
tt0152930	Action,Comedy,Crime	Comedy	64.04
tt0157472	Action,Adventure,Comedy	Comedy	63.04
tt0158811	Adventure,Comedy,Family	Comedy	38.83
tt0158983	Animation,Comedy,Fantasy	Comedy	35.28
tt0160127	Action,Adventure,Comedy	Comedy	37.92
tt0163579	Action,Adventure,Comedy	Comedy	55.56
tt0164550	Action,Comedy,Crime	Comedy	60.0
tt0164912	Adventure,Comedy,Family	Comedy	71.35
tt0165832	Adventure,Comedy,Drama	Comedy	22.39
tt0166276	Animation,Comedy,Fantasy	Comedy	54.97
tt0167456	Action,Adventure,Comedy	Comedy	58.15
tt0168856	Adventure,Animation,Comedy	Comedy	56.25
tt0172156	Action,Comedy,Crime	Comedy	66.21
tt0177789	Adventure,Comedy,Sci-Fi	Comedy	39.94
tt0179955	Adventure,Animation,Comedy	Comedy	39.13
tt0180748	Action,Comedy,Crime	Comedy	26.19
tt0181316	Action,Comedy,Crime	Comedy	52.29
tt0181875	Adventure,Comedy,Drama	Comedy	33.77
tt0183869	Action,Comedy,Crime	Comedy	70.37
tt0184894	Action,Adventure,Comedy	Comedy	84.27
tt0184907	Adventure,Comedy,Family	Comedy	65.31
tt0190590	Adventure,Comedy,Crime	Comedy	2.27
tt0192255	Adventure,Comedy,Family	Comedy	66.67
tt0193364	Action,Adventure,Comedy	Comedy	36.07
tt0198781	Adventure,Animation,Comedy	Comedy	66.88
tt0200027	Biography,Comedy,Drama	Comedy	35.89
tt0206013	Animation,Comedy,Family	Comedy	53.66
tt0208003	Action,Comedy,Crime	Comedy	39.73
tt0211181	Adventure,Comedy,Family	Comedy	40.0
tt0211934	Action,Comedy,Crime	Comedy	69.23
tt0211938	Action,Comedy,Crime	Comedy	50.72
tt0212346	Action,Comedy,Crime	Comedy	37.4
tt0213203	Adventure,Animation,Comedy	Comedy	51.92
tt0215129	Adventure,Comedy	Comedy	78.81
tt0220099	Animation,Comedy,Drama	Comedy	38.46
tt0221111	Action,Comedy,Crime	Comedy	43.06
tt0227538	Action,Adventure,Comedy	Comedy	55.45
tt0227984	Action,Comedy,Crime	Comedy	37.89
tt0228687	Animation,Comedy,Drama	Comedy	18.87
tt0231402	Adventure,Comedy,Crime	Comedy	73.11
tt0233142	Action,Comedy,Crime	Comedy	68.92
tt0236027	Action,Comedy,Crime	Comedy	24.32
tt0236493	Adventure,Comedy,Crime	Comedy	72.83
tt0238948	Action,Comedy,Crime	Comedy	53.06
tt0239395	Action,Comedy,Family	Comedy	29.49
tt0240468	Action,Comedy	Comedy	66.02
tt0242445	Action,Comedy,Crime	Comedy	77.35
tt0242519	Action,Comedy,Crime	Comedy	53.06
tt0243585	Adventure,Animation,Comedy	Comedy	77.33
tt0245686	Adventure,Comedy,Drama	Comedy	64.14
tt0245803	Action,Comedy,Fantasy	Comedy	84.15
tt0246692	Action,Comedy,Crime	Comedy	56.52
tt0250223	Adventure,Comedy,Family	Comedy	73.02
tt0250687	Adventure,Comedy	Comedy	71.37
tt0250720	Action,Comedy,Crime	Comedy	67.31
tt0257231	Action,Comedy,Crime	Comedy	66.67
tt0257568	Action,Adventure,Comedy	Comedy	51.91
tt0258038	Action,Adventure,Comedy	Comedy	42.75
tt0265087	Adventure,Comedy,Fantasy	Comedy	40.48
tt0265298	Adventure,Comedy,Family	Comedy	57.55
tt0265632	Animation,Comedy,Family	Comedy	54.05
tt0266543	Adventure,Animation,Comedy	Comedy	48.69
tt0266915	Action,Comedy,Crime	Comedy	94.63
tt0267913	Adventure,Comedy,Family	Comedy	77.27
tt0268380	Adventure,Animation,Comedy	Comedy	81.43
tt0270288	Biography,Comedy,Crime	Comedy	7.35
tt0271263	Animation,Comedy,Musical	Comedy	73.72
tt0271367	Action,Adventure,Comedy	Comedy	49.17
tt0271383	Adventure,Comedy	Comedy	20.83
tt0271668	Action,Comedy,Crime	Comedy	33.1
tt0271946	Action,Comedy,Crime	Comedy	90.74
tt0274166	Action,Adventure,Comedy	Comedy	27.3
tt0274309	Biography,Comedy,Drama	Comedy	15.2
tt0275773	Action,Comedy,Drama	Comedy	40.37
tt0275847	Adventure,Animation,Comedy	Comedy	65.33
tt0275947	Action,Comedy,Crime	Comedy	39.34
tt0278295	Action,Comedy,Crime	Comedy	91.43
tt0279493	Action,Comedy	Comedy	63.64
tt0280486	Action,Adventure,Comedy	Comedy	67.02
tt0281364	Action,Comedy,Crime	Comedy	60.61
tt0281373	Adventure,Comedy,Family	Comedy	62.14
tt0282120	Adventure,Animation,Comedy	Comedy	47.06
tt0284490	Action,Comedy,Crime	Comedy	43.98
tt0286112	Action,Comedy,Fantasy	Comedy	97.62
tt0286244	Animation,Comedy,Drama	Comedy	37.58
tt0287717	Action,Adventure,Comedy	Comedy	89.29
tt0288045	Action,Comedy,Fantasy	Comedy	89.39
tt0290095	Action,Comedy,Sci-Fi	Comedy	87.56
tt0293564	Action,Comedy,Crime	Comedy	83.04
tt0295178	Action,Adventure,Comedy	Comedy	76.36
tt0295721	Action,Comedy,Crime	Comedy	75.68
tt0297181	Action,Adventure,Comedy	Comedy	74.66
tt0298148	Adventure,Animation,Comedy	Comedy	80.75
tt0298337	Animation,Comedy	Comedy	41.18
tt0299172	Adventure,Animation,Comedy	Comedy	58.95
tt0300471	Action,Adventure,Comedy	Comedy	83.51
tt0300620	Action,Adventure,Comedy	Comedy	82.61
tt0305206	Biography,Comedy,Drama	Comedy	23.21
tt0305357	Action,Adventure,Comedy	Comedy	63.51
tt0305396	Action,Adventure,Comedy	Comedy	38.1
tt0306841	Adventure,Comedy,Family	Comedy	42.17
tt0307453	Adventure,Animation,Comedy	Comedy	55.99
tt0308353	Adventure,Animation,Comedy	Comedy	59.46
tt0310924	Action,Comedy,Crime	Comedy	32.65
tt0311289	Adventure,Comedy,Drama	Comedy	56.53
tt0312004	Adventure,Animation,Comedy	Comedy	56.88
tt0313911	Action,Adventure,Comedy	Comedy	69.9
tt0314166	Adventure,Animation,Comedy	Comedy	59.18
tt0314786	Action,Comedy,Thriller	Comedy	75.49
tt0316732	Action,Comedy,Crime	Comedy	51.91
tt0317219	Animation,Comedy,Family	Comedy	58.7
tt0318155	Adventure,Animation,Comedy	Comedy	68.48
tt0318649	Action,Comedy,Thriller	Comedy	15.62
tt0319020	Action,Comedy,Crime	Comedy	71.43
tt0322802	Action,Comedy,Documentary	Comedy	66.46
tt0323642	Adventure,Animation,Comedy	Comedy	53.85
tt0327084	Adventure,Animation,Comedy	Comedy	51.72
tt0327437	Action,Adventure,Comedy	Comedy	75.13
tt0327850	Action,Adventure,Comedy	Comedy	64.5
tt0328880	Adventure,Animation,Comedy	Comedy	56.8
tt0329691	Action,Comedy,Crime	Comedy	59.13
tt0329717	Action,Comedy,Crime	Comedy	60.16
tt0331632	Adventure,Comedy,Family	Comedy	72.5
tt0337711	Adventure,Animation,Comedy	Comedy	41.67
tt0337917	Adventure,Comedy,Crime	Comedy	50.0
tt0338077	Adventure,Comedy,Sport	Comedy	67.0
tt0338348	Adventure,Animation,Comedy	Comedy	49.69
tt0338459	Action,Adventure,Comedy	Comedy	80.79
tt0339230	Action,Comedy	Comedy	65.62
tt0339291	Adventure,Comedy,Family	Comedy	43.39
tt0339840	Action,Comedy,Fantasy	Comedy	20.49
tt0345950	Adventure,Animation,Comedy	Comedy	55.72
tt0347473	Action,Comedy,Drama	Comedy	50.63
tt0347618	Adventure,Animation,Comedy	Comedy	42.05
tt0351283	Adventure,Animation,Comedy	Comedy	46.12
tt0352520	Biography,Comedy,Drama	Comedy	15.94
tt0355295	Action,Adventure,Comedy	Comedy	19.92
tt0356614	Action,Comedy,Crime	Comedy	46.94
tt0356634	Animation,Comedy,Family	Comedy	68.4
tt0356910	Action,Comedy,Crime	Comedy	62.36
tt0358082	Adventure,Animation,Comedy	Comedy	59.07
tt0358349	Action,Adventure,Comedy	Comedy	85.11
tt0361089	Adventure,Animation,Comedy	Comedy	53.85
tt0362270	Action,Adventure,Comedy	Comedy	16.77
tt0363226	Action,Comedy,Crime	Comedy	70.68
tt0364751	Adventure,Comedy,Mystery	Comedy	76.32
tt0365830	Adventure,Comedy,Music	Comedy	53.96
tt0365847	Action,Adventure,Comedy	Comedy	61.9
tt0366548	Adventure,Animation,Comedy	Comedy	54.59
tt0366551	Adventure,Comedy	Comedy	46.6
tt0367479	Action,Comedy,Crime	Comedy	57.93
tt0367495	Adventure,Comedy,Drama	Comedy	33.93
tt0367594	Adventure,Comedy,Family	Comedy	44.37
tt0368578	Adventure,Comedy,Family	Comedy	63.23
tt0371552	Adventure,Animation,Comedy	Comedy	27.59
tt0371606	Adventure,Animation,Comedy	Comedy	37.17
tt0371724	Adventure,Comedy,Sci-Fi	Comedy	38.21
tt0372588	Action,Comedy	Comedy	20.45
tt0373074	Action,Comedy,Fantasy	Comedy	95.85
tt0373416	Action,Comedy,Crime	Comedy	42.31
tt0373469	Action,Comedy,Crime	Comedy	20.71
tt0375568	Action,Animation,Comedy	Comedy	53.09
tt0376105	Adventure,Comedy,Drama	Comedy	63.74
tt0377981	Adventure,Animation,Comedy	Comedy	56.35
tt0381971	Adventure,Animation,Comedy	Comedy	40.16
tt0382932	Adventure,Animation,Comedy	Comedy	56.96
tt0383060	Action,Adventure,Comedy	Comedy	77.31
tt0383216	Adventure,Comedy,Crime	Comedy	51.14
tt0384116	Adventure,Comedy,Sci-Fi	Comedy	60.66
tt0385307	Action,Comedy,Crime	Comedy	83.33
tt0385880	Adventure,Animation,Comedy	Comedy	61.92
tt0386820	Animation,Comedy,Musical	Comedy	52.38
tt0387808	Adventure,Comedy,Sci-Fi	Comedy	63.77
tt0388139	Biography,Comedy,Drama	Comedy	34.29
tt0388473	Adventure,Animation,Comedy	Comedy	27.87
tt0389790	Adventure,Animation,Comedy	Comedy	27.11
tt0395699	Action,Comedy,Drama	Comedy	66.95
tt0396555	Adventure,Animation,Comedy	Comedy	45.45
tt0396592	Animation,Comedy,Family	Comedy	63.04
tt0397892	Adventure,Animation,Comedy	Comedy	70.79
tt0398286	Adventure,Animation,Comedy	Comedy	51.48
tt0399327	Action,Comedy,Crime	Comedy	52.94
tt0400497	Adventure,Comedy,Family	Comedy	52.6
tt0400717	Adventure,Animation,Comedy	Comedy	65.14
tt0402894	Adventure,Comedy,Drama	Comedy	35.76
tt0405325	Adventure,Comedy,Family	Comedy	78.3
tt0405469	Adventure,Animation,Comedy	Comedy	61.59
tt0406375	Action,Adventure,Comedy	Comedy	65.75
tt0407121	Animation,Comedy,Family	Comedy	69.7
tt0407265	Adventure,Comedy,Drama	Comedy	14.53
tt0413267	Adventure,Animation,Comedy	Comedy	70.38
tt0414853	Adventure,Animation,Comedy	Comedy	58.93
tt0416496	Action,Comedy,Crime	Comedy	44.58
tt0419749	Biography,Comedy,Crime	Comedy	32.14
tt0419946	Action,Comedy,Drama	Comedy	43.43
tt0420238	Adventure,Animation,Comedy	Comedy	42.45
tt0422783	Biography,Comedy,Drama	Comedy	24.32
tt0423294	Animation,Comedy,Family	Comedy	49.59
tt0424095	Adventure,Animation,Comedy	Comedy	52.27
tt0425061	Action,Adventure,Comedy	Comedy	55.5
tt0425112	Action,Comedy,Mystery	Comedy	30.32
tt0426592	Action,Comedy	Comedy	87.43
tt0429589	Adventure,Animation,Comedy	Comedy	40.54
tt0430779	Adventure,Animation,Comedy	Comedy	70.59
tt0432283	Adventure,Animation,Comedy	Comedy	56.85
tt0435761	Adventure,Animation,Comedy	Comedy	45.2
tt0437238	Action,Comedy,Drama	Comedy	27.27
tt0437954	Adventure,Comedy,History	Comedy	40.62
tt0438097	Adventure,Animation,Comedy	Comedy	49.03
tt0439630	Action,Comedy,Drama	Comedy	32.5
tt0443536	Animation,Comedy,Crime	Comedy	73.64
tt0446029	Action,Comedy,Fantasy	Comedy	47.84
tt0448115	Action,Adventure,Comedy	Comedy	70.69
tt0449089	Adventure,Comedy,Family	Comedy	66.28
tt0451079	Adventure,Animation,Comedy	Comedy	57.24
tt0452039	Adventure,Animation,Comedy	Comedy	16.0
tt0452598	Adventure,Comedy,Family	Comedy	75.76
tt0452681	Adventure,Comedy,Family	Comedy	31.58
tt0453494	Adventure,Comedy,Family	Comedy	38.03
tt0455362	Action,Adventure,Comedy	Comedy	36.0
tt0455499	Animation,Comedy,Family	Comedy	43.75
tt0455538	Biography,Comedy,Drama	Comedy	18.63
tt0455782	Adventure,Comedy,Drama	Comedy	29.21
tt0455824	Adventure,Comedy,Drama	Comedy	20.09
tt0457400	Action,Adventure,Comedy	Comedy	71.76
tt0461770	Animation,Comedy,Family	Comedy	36.96
tt0462229	Action,Comedy,Crime	Comedy	62.07
tt0462538	Adventure,Animation,Comedy	Comedy	61.07
tt0462570	Action,Comedy,Crime	Comedy	30.77
tt0463872	Adventure,Comedy,Family	Comedy	75.68
tt0464913	Action,Adventure,Comedy	Comedy	70.21
tt0465502	Animation,Comedy,Family	Comedy	70.27
tt0465602	Action,Comedy,Crime	Comedy	33.11
tt0466664	Biography,Comedy,Sci-Fi	Comedy	32.5
tt0467110	Action,Adventure,Comedy	Comedy	81.82
tt0469021	Action,Comedy,Crime	Comedy	46.24
tt0471042	Action,Comedy,Crime	Comedy	56.94
tt0472062	Biography,Comedy,Drama	Comedy	15.67
tt0472181	Adventure,Animation,Comedy	Comedy	74.85
tt0476958	Action,Comedy,Crime	Comedy	29.41
tt0476991	Adventure,Comedy,Fantasy	Comedy	4.0
tt0476995	Action,Comedy,Family	Comedy	46.34
tt0477347	Adventure,Comedy,Family	Comedy	61.42
tt0478970	Action,Adventure,Comedy	Comedy	76.73
tt0479647	Action,Comedy,Crime	Comedy	44.79
tt0479952	Adventure,Animation,Comedy	Comedy	64.66
tt0481536	Adventure,Comedy	Comedy	64.04
tt0482603	Adventure,Animation,Comedy	Comedy	70.83
tt0485976	Action,Comedy,Crime	Comedy	83.87
tt0486640	Action,Comedy,Crime	Comedy	34.9
tt0486946	Adventure,Comedy	Comedy	47.17
tt0488658	Adventure,Comedy,Family	Comedy	70.49
tt0489049	Adventure,Comedy,Drama	Comedy	71.23
tt0489282	Adventure,Comedy	Comedy	65.32
tt0490086	Action,Comedy	Comedy	54.55
tt0493405	Action,Comedy,Crime	Comedy	69.15
tt0493430	Action,Comedy,Documentary	Comedy	65.99
tt0493949	Adventure,Comedy,Family	Comedy	52.83
tt0495034	Action,Comedy,Drama	Comedy	59.09
tt0497915	Action,Comedy,Crime	Comedy	39.32
tt0762125	Adventure,Animation,Comedy	Comedy	67.11
tt0765446	Adventure,Animation,Comedy	Comedy	39.22
tt0765476	Adventure,Comedy,Family	Comedy	68.64
tt0770752	Action,Adventure,Comedy	Comedy	61.49
tt0775552	Adventure,Animation,Comedy	Comedy	70.31
tt0780521	Adventure,Animation,Comedy	Comedy	26.09
tt0780548	Biography,Comedy,Crime	Comedy	65.62
tt0787474	Adventure,Animation,Comedy	Comedy	51.09
tt0790736	Action,Adventure,Comedy	Comedy	89.67
tt0796335	Biography,Comedy	Comedy	27.59
tt0800325	Biography,Comedy,Drama	Comedy	54.58
tt0803061	Biography,Comedy,Drama	Comedy	25.84
tt0804540	Action,Comedy,Crime	Comedy	80.0
tt0808506	Adventure,Animation,Comedy	Comedy	30.26
tt0811080	Action,Adventure,Comedy	Comedy	74.89
tt0826606	Action,Comedy,Crime	Comedy	12.5
tt0837156	Adventure,Comedy,Family	Comedy	80.43
tt0837562	Animation,Comedy,Family	Comedy	62.44
tt0838221	Adventure,Comedy,Drama	Comedy	8.88
tt0838232	Action,Adventure,Comedy	Comedy	64.71
tt0844286	Action,Adventure,Comedy	Comedy	45.3
tt0844471	Adventure,Animation,Comedy	Comedy	64.53
tt0844993	Animation,Comedy,Crime	Comedy	60.0
tt0845046	Action,Adventure,Comedy	Comedy	44.95
tt0845448	Action,Adventure,Comedy	Comedy	75.0
tt0845537	Action,Comedy,Drama	Comedy	57.14
tt0864835	Adventure,Animation,Comedy	Comedy	73.33
tt0876563	Adventure,Animation,Comedy	Comedy	52.66
tt0884224	Action,Comedy,Thriller	Comedy	15.65
tt0892318	Adventure,Comedy,Drama	Comedy	62.28
tt0892782	Action,Animation,Comedy	Comedy	73.76
tt0892791	Adventure,Animation,Comedy	Comedy	83.51
tt0910936	Action,Comedy,Crime	Comedy	76.46
tt0942385	Action,Comedy,War	Comedy	74.67
tt0952640	Animation,Comedy,Family	Comedy	79.08
tt0961097	Adventure,Animation,Comedy	Comedy	47.62
tt0975645	Biography,Comedy,Drama	Comedy	28.38
tt0978762	Animation,Comedy,Drama	Comedy	35.15
tt0997047	Adventure,Comedy,Drama	Comedy	75.44
tt1001526	Action,Animation,Comedy	Comedy	60.96
tt1003034	Action,Comedy,Crime	Comedy	6.06
tt1013743	Action,Adventure,Comedy	Comedy	79.02
tt1013860	Action,Comedy,Crime	Comedy	56.0
tt1020543	Action,Adventure,Comedy	Comedy	47.92
tt1020885	Action,Comedy,Fantasy	Comedy	55.21
tt1024943	Action,Comedy,Drama	Comedy	38.41
tt1034314	Action,Comedy,Sci-Fi	Comedy	50.0
tt1045772	Biography,Comedy,Crime	Comedy	14.88
tt1045778	Adventure,Comedy	Comedy	61.14
tt1049413	Adventure,Animation,Comedy	Comedy	35.41
tt1051904	Adventure,Comedy,Family	Comedy	87.82
tt1054606	Adventure,Comedy,Fantasy	Comedy	27.73
tt1067774	Adventure,Comedy,Family	Comedy	62.0
tt1078912	Adventure,Comedy,Family	Comedy	65.0
tt1080016	Adventure,Animation,Comedy	Comedy	70.71
tt1083452	Biography,Comedy,Drama	Comedy	24.43
tt1092026	Adventure,Comedy,Sci-Fi	Comedy	45.17
tt1097013	Action,Comedy,Crime	Comedy	47.62
tt1109624	Adventure,Comedy,Family	Comedy	75.31
tt1114740	Action,Comedy,Crime	Comedy	81.78
tt1116184	Action,Comedy,Documentary	Comedy	57.83
